Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,unscathed,killed,hospital,light,chance
200600045070,6,8,31,2330,3,1,1,6,4861400,-311600,3,2,2,0,1,1,0,52,9,0,3,0,0,0,1,0,1
200600045073,6,8,15,430,3,1,5,7,4860200,-347500,4,2,0,0,1,3,0,40,2,0,3,0,2,0,2,0,1
200600045076,6,8,6,130,3,1,1,1,4875600,-324300,3,2,2,0,3,3,0,65,1,0,1,0,0,0,2,0,1
200600045087,6,8,31,545,3,1,8,7,4792300,-406200,3,2,2,2,2,1,0,0,1,0,5,0,0,1,0,0,1
200600045088,6,8,6,515,3,1,1,6,4788800,-420600,3,2,2,1,1,1,0,70,1,0,1,0,0,0,1,0,1
200600045089,6,8,5,1530,1,1,1,7,4784900,-416800,9,0,1,0,1,1,0,34,1,0,1,0,1,0,1,0,1
200600045090,6,8,29,1800,1,1,1,3,4790100,-428800,3,2,2,0,1,1,0,60,1,0,1,0,1,0,1,0,1
200600045091,6,8,28,1630,1,1,1,3,4788200,-413500,3,3,0,2,1,2,30,120,1,5,1,0,0,0,1,1,1
200600045092,6,8,26,230,3,1,2,7,4863400,-438400,3,2,0,0,2,1,0,52,2,2,0,0,0,1,0,0,1
200600045093,6,8,15,1500,1,1,1,5,4861400,-453200,3,2,2,0,1,1,0,60,1,0,1,0,3,2,8,0,1
200600045095,6,8,24,1145,1,1,1,2,4855800,-472900,3,2,2,0,1,1,0,60,1,0,1,0,1,0,1,0,1
200600045096,6,8,7,1515,1,1,2,1,4826000,-408400,3,2,0,0,2,3,0,78,2,0,1,0,1,1,0,0,1
200600045097,6,8,13,1700,1,1,1,5,4819800,-418800,3,2,2,0,1,1,0,60,1,0,1,0,0,0,7,0,1
200600045098,6,8,12,1015,1,9,1,3,4825000,-382000,3,2,3,0,1,1,0,102,1,5,1,0,1,0,1,0,1
200600045099,6,8,23,1415,1,1,2,3,4811800,-389300,4,2,2,0,1,1,0,45,2,0,1,0,1,0,1,0,1
200600045100,6,8,9,1330,1,1,1,1,4825000,-438000,3,2,1,0,1,4,0,66,2,0,1,0,0,1,1,0,1
200600045106,6,8,1,1915,1,2,1,5,4865800,-417700,3,2,2,0,1,2,0,75,1,0,1,0,2,0,1,0,1
200600045118,6,8,11,1700,1,1,1,6,4768300,-301100,6,0,0,0,1,1,0,0,1,0,4,0,1,0,1,0,1
200600045121,6,8,11,330,5,1,1,6,4757700,-307700,4,1,1,0,1,1,0,53,1,0,1,0,0,0,1,0,1
200600045122,6,8,12,1315,1,6,1,3,4758300,-308100,3,2,0,0,0,1,0,60,0,5,1,0,1,0,1,1,1
200600045130,6,8,28,1445,1,1,1,7,4801000,-248600,3,2,2,0,2,4,70,0,1,0,3,0,0,0,1,0,1
200600045132,6,8,1,1645,1,9,1,1,4916100,-45600,9,2,2,3,2,1,60,0,1,0,1,3,2,0,1,0,1
200600045134,6,8,23,1315,1,1,1,2,4916800,-47300,3,2,2,0,1,1,0,56,1,0,1,0,1,0,1,0,1
200600045135,6,8,26,1900,1,1,1,6,4924200,-44900,3,3,2,0,0,3,0,100,1,0,1,0,0,0,1,1,1
200600045136,6,8,30,1330,1,1,1,1,4918700,-48700,3,2,0,0,1,1,0,60,1,5,1,0,1,0,1,0,1
200600045137,6,8,19,1815,1,1,1,1,4904500,-32000,3,2,0,0,0,3,0,57,2,0,1,0,3,1,0,0,1
200600045139,6,8,1,1245,1,1,1,6,4924800,-18400,3,2,2,0,1,1,0,66,1,0,1,0,2,1,0,0,1
200600045141,6,8,1,1745,1,1,1,3,4891200,-48400,3,2,0,0,0,2,0,114,1,5,1,0,9,0,1,0,1
200600045143,6,8,22,1930,2,1,1,7,4895700,-40900,3,2,2,0,1,2,0,38,1,0,1,0,0,0,1,1,1
200600045144,6,8,26,2030,2,1,1,6,4886000,-26100,3,2,2,0,1,3,0,50,1,0,3,0,0,1,0,0,1
200600045145,6,8,28,1730,1,1,1,6,4894100,-50600,3,2,2,0,1,1,0,60,1,0,4,0,1,0,1,0,1
200600045148,6,8,24,1830,1,3,1,3,4919000,30000,3,2,2,0,1,2,0,45,1,0,1,0,1,0,0,1,1
200600045149,6,8,20,1100,1,1,2,3,4927600,16800,3,2,0,0,2,1,0,70,2,0,1,0,1,0,1,0,1
200600045152,6,8,4,1045,1,1,1,1,4904100,-72900,3,2,0,0,3,1,105,0,1,5,1,0,2,0,0,1,1
200600045154,6,8,19,530,3,1,1,6,4901700,-62300,3,2,2,0,1,1,0,0,1,0,1,0,0,0,1,0,1
200600045155,6,8,22,1945,1,1,1,6,4884400,-79600,3,2,1,0,1,1,30,0,1,0,1,0,0,0,0,2,1
200600045157,6,8,7,1300,1,1,1,1,4902700,-114500,3,2,2,0,2,1,0,0,1,0,1,0,1,1,2,0,1
200600045162,6,8,18,1815,1,1,1,1,4868500,-132000,3,2,2,0,0,1,0,61,1,0,1,0,3,0,0,2,1
200600045163,6,8,18,2345,3,1,8,6,4970300,-184300,3,0,2,0,1,1,0,54,1,0,1,0,0,0,1,0,1
200600045171,6,8,2,1500,1,1,1,3,4916500,-138600,3,2,2,0,1,1,0,56,1,0,1,0,1,0,1,0,1
200600045174,6,8,20,1415,1,2,1,3,4898000,-124000,3,2,2,0,2,1,0,60,1,5,1,0,0,0,1,1,1
200600045176,6,8,9,1130,1,1,1,1,4931700,-153900,3,2,2,0,2,1,0,73,1,0,1,0,0,2,1,1,1
200600045177,6,8,11,1545,1,1,1,3,4930500,-157600,3,2,2,0,0,1,0,109,1,5,1,0,1,1,0,0,1
200600045178,6,8,30,1630,1,1,1,1,4925500,-163400,3,2,2,0,1,0,0,82,1,0,1,0,0,2,0,0,1
200600045179,6,8,4,945,1,1,1,7,4864000,-94000,3,2,0,0,2,2,0,0,1,0,1,0,0,0,1,0,1
200600045180,6,8,11,845,1,1,1,7,4860000,-96000,3,2,2,0,2,2,0,51,1,0,1,0,0,0,1,0,1
200600045181,6,8,16,1900,1,1,8,1,4857000,-77000,3,2,0,0,1,2,0,0,2,0,1,0,1,0,1,0,1
200600045186,6,8,1,1500,1,1,1,6,4876900,-300,3,2,2,0,0,2,70,0,1,0,1,0,0,0,1,0,1
200600045188,6,8,29,1915,1,1,2,7,4862600,-700,4,2,0,0,2,3,0,0,2,0,3,0,0,0,1,0,1
200600045191,6,8,31,930,1,1,1,1,4829500,58800,3,2,0,0,0,1,43,0,1,0,0,0,0,0,1,1,1
200600045192,6,8,19,1430,1,8,1,3,4705000,-115100,5,0,0,0,1,1,0,0,1,4,0,0,3,2,0,0,1
200600045193,6,8,24,1530,1,1,1,1,4712000,-135600,3,2,2,0,0,1,0,62,1,0,1,0,0,1,0,1,1
200600045194,6,8,5,315,3,1,1,7,4742000,-125100,3,2,2,0,0,2,0,55,1,0,3,0,0,0,2,0,1
200600045196,6,8,23,2145,3,1,2,7,4742100,-124900,3,2,2,0,1,3,0,58,2,0,3,0,0,0,1,0,1
200600045199,6,8,18,330,3,1,8,6,4736400,-123400,3,2,2,0,0,2,0,72,2,0,3,0,2,0,1,2,1
200600045200,6,8,20,2200,3,1,1,6,4755100,-126700,3,2,2,0,1,1,0,70,1,0,3,0,3,0,1,0,1
200600045201,6,8,24,100,3,1,3,6,4747200,-131600,4,2,2,0,0,2,0,37,2,0,3,0,1,1,0,0,1
200600045203,6,8,22,930,1,1,1,1,4773200,-132700,3,2,0,0,1,3,0,64,1,0,1,0,0,1,1,0,1
200600045204,6,8,10,1900,1,1,1,3,4771900,-135600,3,2,2,0,1,1,0,60,1,0,1,0,1,0,1,0,1
200600045206,6,8,23,1915,1,2,1,3,4767200,-138000,3,2,0,0,1,1,0,56,1,5,1,0,1,0,1,0,1
200600045207,6,8,31,1400,1,1,1,1,4763700,-137800,3,0,2,0,0,1,0,91,1,0,1,0,2,1,0,0,1
200600045208,6,8,5,1230,1,1,1,6,4750700,-177300,4,2,2,0,1,2,0,0,1,0,1,0,1,0,0,1,1
200600045209,6,8,16,1930,1,1,3,1,4752600,-161800,3,2,2,0,2,4,60,0,2,0,1,0,1,1,0,0,1
200600045211,6,8,15,45,5,1,1,3,4719000,-168000,3,2,2,0,1,1,0,50,1,0,1,0,1,0,1,0,1
200600045212,6,8,16,1800,1,1,2,6,4714000,-169000,3,2,0,0,1,1,0,0,2,0,1,0,1,1,0,0,1
200600045215,6,8,27,2330,3,1,1,2,4711200,-185800,3,2,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1
200600045216,6,8,6,1145,1,1,1,7,4721000,-205200,3,2,2,0,1,1,0,65,1,5,1,0,0,0,1,0,1
200600045217,6,8,21,2345,5,2,1,3,4716300,-217200,4,0,2,0,1,1,0,55,1,5,1,0,4,0,0,3,1
200600045218,6,8,23,1715,1,1,1,3,4722000,-204000,3,2,2,0,1,1,0,70,1,5,1,0,2,0,1,0,1
200600045219,6,8,24,1730,1,1,1,3,4722500,-209300,3,2,2,0,1,1,0,58,1,0,1,0,0,1,1,2,1
