Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,unscathed,killed,hospital,light,chance
200700060950,7,10,6,1500,1,1,1,7,4879600,387700,3,2,2,0,1,2,60,65,1,0,1,0,0,0,1,0,1
200700060951,7,10,14,1815,1,1,1,5,4866200,369600,3,2,2,0,2,2,0,53,1,0,1,0,1,0,1,2,1
200700060952,7,10,17,1715,1,1,1,5,4875800,366500,3,2,2,0,2,1,0,0,2,0,1,0,2,0,2,0,1
200700060954,7,10,2,630,3,1,1,6,4921000,390500,3,2,2,0,1,2,0,70,2,0,3,0,0,0,1,0,1
200700060955,7,10,12,1730,2,1,1,3,4913800,367700,3,2,0,0,2,3,0,54,1,0,1,0,1,0,1,0,1
200700060957,7,10,25,1345,1,2,1,3,4871200,444400,4,4,1,0,1,1,0,25,9,0,1,0,1,0,1,0,1
200700060958,7,10,26,945,1,3,1,3,4876200,454200,3,2,2,3,1,1,50,120,1,5,1,0,1,0,1,0,1
200700060959,7,10,16,1930,3,1,1,3,4869800,469400,2,3,4,0,1,1,59,72,1,5,1,0,0,2,0,0,1
200700060961,7,10,15,1300,1,1,1,1,4978500,476600,3,2,2,0,2,4,0,0,1,0,1,0,1,0,0,1,1
200700060964,7,10,29,1230,1,1,3,1,4934700,484800,4,2,0,0,0,3,0,35,2,0,1,0,2,1,0,0,1
200700060965,7,10,5,1700,1,1,1,6,4951200,436600,4,2,2,0,1,1,0,80,1,0,1,0,1,0,0,1,1
200700060966,7,10,22,2045,3,1,1,5,4949300,424300,3,2,2,0,2,1,0,58,1,0,1,0,0,1,1,1,1
200700060972,7,10,27,100,3,1,1,6,4838900,439500,3,2,2,0,1,2,0,49,1,0,3,0,0,1,0,0,1
200700060973,7,10,26,1815,2,1,1,6,4825300,469100,2,2,0,0,2,1,0,78,1,0,1,0,0,1,0,0,1
200700060974,7,10,27,1130,1,1,1,6,4824400,446100,3,2,2,0,1,3,0,43,1,0,3,0,0,0,1,0,1
200700060975,7,10,4,1030,1,1,8,7,4837700,472300,3,2,2,0,3,3,0,63,2,0,1,0,0,0,1,0,1
200700060976,7,10,13,1845,2,1,1,3,4812800,449100,3,2,2,0,1,1,60,0,1,0,1,0,1,0,1,0,1
200700060977,7,10,14,300,5,1,1,6,4807800,446800,3,2,0,0,1,3,0,0,1,0,1,0,0,0,1,0,1
200700060980,7,10,4,730,2,1,5,1,4851800,390000,3,2,2,0,1,1,0,50,2,0,1,0,1,1,0,0,1
200700060981,7,10,18,1800,1,1,1,6,4852000,384800,3,2,0,0,0,3,50,0,1,0,3,0,0,0,2,0,1
200700060982,7,10,7,330,5,1,1,6,4808900,529800,3,2,1,0,1,2,0,81,1,0,1,0,1,0,0,2,1
200700060983,7,10,11,1730,1,1,1,6,4806800,558300,3,2,0,0,1,1,0,70,1,0,3,0,0,0,0,1,1
200700060984,7,10,5,1245,1,6,1,7,4785800,534600,2,2,1,0,1,2,400,80,1,5,1,0,1,0,0,1,1
200700060987,7,10,23,1700,1,1,1,3,4778700,560400,2,2,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
200700060988,7,10,22,1200,1,1,1,6,4777800,495500,3,0,2,0,4,1,0,36,1,0,3,0,0,0,1,0,1
200700060989,7,10,15,1500,1,1,1,6,4718000,468900,1,3,2,0,1,1,30,35,1,0,3,0,0,0,1,0,1
200700060991,7,10,31,1600,1,1,1,1,4728700,498000,3,2,0,0,2,2,0,60,1,0,1,0,0,0,1,1,1
200700060992,7,10,7,1015,1,1,1,6,4751300,507500,3,2,0,0,1,2,0,73,1,0,3,0,0,0,1,0,1
200700060993,7,10,25,500,3,1,1,7,4757600,515600,3,2,2,0,1,2,0,66,1,0,3,0,0,1,0,0,1
200700060994,7,10,27,715,2,1,1,1,4760300,524000,3,2,2,0,1,1,0,73,1,0,1,0,3,0,1,1,1
200700060995,7,10,29,1730,3,1,2,1,4755800,512800,3,2,0,0,1,1,0,56,2,2,1,0,1,0,0,2,1
200700060996,7,10,24,1630,1,1,1,6,4730900,484600,1,1,2,0,1,1,0,76,1,0,3,0,0,2,0,0,1
200700060998,7,10,7,730,1,1,5,7,4725400,456600,3,2,0,0,1,1,0,55,2,2,1,0,0,0,1,0,1
200700060999,7,10,6,1515,1,1,1,7,4787000,440400,3,2,1,0,1,2,0,32,9,0,3,0,0,0,1,0,1
200700061000,7,10,4,1045,3,1,5,7,4722600,431900,3,2,2,0,4,2,0,58,2,0,3,0,0,1,0,0,1
200700061004,7,10,30,1330,1,1,1,1,4745500,350800,3,2,2,0,0,0,0,65,1,0,1,0,1,0,1,0,1
200700061005,7,10,20,2330,1,1,1,6,4727000,393900,3,2,2,0,1,3,0,0,1,0,3,0,0,0,1,0,1
200700061007,7,10,30,2045,3,1,1,2,4639200,462600,2,2,2,0,1,1,0,73,1,0,1,0,3,0,1,0,1
