0,1,2,3,4,5,6
346009.4857674991,143252.4004363236,314.1034474404481,-14.257440570571957,24.16134809375239,-5.607826844469574,-1.9400907039131134
253494.0686574503,153267.2973062998,301.3770950358601,-7.979312178807324,-57.60127294400494,-4.182030447263482,-0.991223211283053
253061.0425156873,153826.30344319975,301.35637419821404,-7.892393657177341,12.413893718370561,-5.3746743587271695,-1.4785885182589447
254681.9426395163,185958.0903144703,300.4565793867787,-107.77839854294525,14.898858973133452,-5.280129121160226,-1.543680613663168
281224.4360597524,198111.09941519384,298.48199986872083,-33.00075218650781,12.612912223877771,-5.342420056034428,-1.552751274482058
289217.9700663269,193426.76510641808,294.8026982230502,65.8243828899915,-57.74877106523567,-4.23000866117293,-0.9388654088865214
295036.67484354466,196699.7948014022,298.2810687888318,18.46257433679568,-57.581779290576875,-4.171592679000482,-1.0394782383528751
282129.608221302,208096.63535668893,290.1311371474994,64.30142836579118,14.307622060047827,-5.491906341810301,-1.4746357743906053
245915.76949555194,181224.75952436094,291.2883328407107,24.06093035989291,2.4416685578072235,-5.2532190791612745,-1.341298657284666
251283.82806587027,186188.02259419567,296.9216399621725,-67.80442716778137,-57.20412491383635,-4.092587549059685,-0.9711244567531194
239890.62489606265,154894.01874300267,299.3374231353722,-24.527019651458872,7.5186531586770675,-5.298496465601207,-1.479027146856285
242074.38031564496,200824.8615258475,283.4068786918566,63.03416683234766,20.381450849905026,-5.598226449560591,-1.4013418500992356
258535.7108697122,224560.16375012026,282.2069347965804,48.10811937943164,5.510541042081128,-5.306268746092907,-1.3201851232605408
53292.29046965731,-83013.76489744202,194.45862361199042,150.0431472798576,-8.423929574445692,-5.392370185670312,-0.9795230573535234
69973.62278693619,-82470.99013421018,214.24418128509396,-107.41560961035421,-12.547208326670935,-4.9850620929281355,-1.1905030000159593
135757.98806411645,-42620.9747716278,197.68837402547652,225.57211196035564,-8.713094301899943,-5.461648473372573,-1.1265461119303284
74998.9559310319,-82746.25730311211,206.61054360448452,31.359442351375414,4.942752627268971,-5.469688177949545,-1.2529982799349761
81113.64651620325,-80317.2078919949,194.618455590725,231.71499784616043,10.243759661996444,-5.8220943905315075,-1.153828180118703
40205.02745572091,-128124.47749399237,222.08179651251294,-161.26764996299949,-25.474635002320976,-4.7231212442300325,-1.100834559994181
42790.239524926285,-44423.2441693352,177.29255321607158,242.5055042014954,19.45814366362837,-5.969548058902305,-1.0267865101403464
57394.20988083644,-55793.69054860951,205.37189081296393,-109.247190147964,-10.371559434494527,-4.997101314899519,-1.1276573217431791
4697.605698802128,-64181.77870225287,187.6900220422121,26.23877680030472,52.25137924421535,-6.267804708449628,-1.3661843893935537
66325.08501222756,-48016.837798261455,202.74301058654063,-66.97201241432458,-12.53269830879503,-4.998926159947685,-1.0494035918648383
63929.49137375618,-34971.09428400588,195.24595089943386,-4.661253467548787,8.324853882555512,-5.424718092343498,-1.1330976095212826
1352.0725808929292,756.9582491312705,-431.8478176182947,59.29919453785558,4.099041138721036,-5.416204542987746,-1.081106072791295
33720.43093898649,2109.9536663998015,-418.0784958879761,-53.620753715221426,6.404541352213142,-5.311284130612529,-1.2771823934836575
-17145.905160357863,-64734.46107362492,-414.3849334349888,-31.832183666064974,44.148651208562654,-6.036616269244639,-1.4719402759224098
-28763.837666186875,-81605.2561388689,-407.9788112327837,-112.29357202884259,-30.59204051316363,-4.62545523684443,-0.9728186931620734
45103.051920651546,-33991.67413923099,-400.116841398104,-162.07861946438658,38.61165697078049,-5.746598016785323,-1.7049744399781175
75568.70478527875,-14917.769714542274,-400.5551239975189,-126.87224752220952,-23.51430238747778,-4.7175825024101306,-1.2761183344310834
63282.34612401484,-7047.224577416502,-405.96970451971663,-112.55562560696164,-30.522690291588027,-4.615306547529355,-1.1497831273301398
81881.5750742174,-2514.2265251480635,-410.7412411976717,6.836051561982542,-55.987609303061674,-4.317276427214418,-0.8396821463217508
71954.59397972756,-209593.45016828546,-241.73650056071452,-19.2609088660961,18.89437876580516,-5.714342206373904,-1.7543083816231568
80916.59514577806,-172043.33446361485,-238.72310110651838,-176.59364158914383,13.598472447537079,-5.3938342964662445,-1.79465509636192
43052.65809909571,-138405.229560843,-254.51099628554212,-179.24599425583492,39.86847966081918,-5.823813014916185,-1.8264261927581225
40574.355661330876,-147283.71993391842,-267.47227546958453,48.23387480144253,16.027617719377158,-5.718318277073268,-1.488133017651545
99108.82219318773,-100545.5438488661,-256.99863177692106,-94.37620897056568,9.60154961285429,-5.380289169192357,-1.6904131474437982
160731.28289041593,-70448.895778934,24.566609662520854,-15.219331104721297,12.496910944755145,-5.524147652553072,-1.6605306529255646
173707.95229536248,-81773.93478587316,33.736815905719745,-73.76229055450554,12.624045572675191,-5.440650081151661,-1.7832348529576685
165660.23683070292,-78151.22884310863,35.54736568325201,-144.91246602666155,-34.07599108669845,-4.569572394743092,-1.459096216500278
165273.33893086077,-57860.82738024848,29.769519290147326,-129.3033100541512,-1.0417831569594524,-5.1359033159870915,-1.645963300822363
162233.3231128016,-53382.14988295025,21.54357809230837,-26.837176943132295,-2.3788884194256075,-5.249635500222722,-1.5713169322765304
173036.04546849357,-61346.53846432376,28.832038164874287,-75.35532110956505,2.7274269776935984,-5.280605447095015,-1.6971744394498816
142429.76369774764,-62318.50924011235,27.27473964376783,-150.85579885142067,-16.932779318577545,-4.8416281644473775,-1.4741527336634648
158459.09656023176,-65321.79977458318,24.32803002478339,-38.485421838605426,5.636687734243092,-5.349900393887291,-1.621458434900273
110206.45635978815,-82056.25983592881,20.88393249716805,-86.86254391265682,-57.154427102218406,-4.224882639646419,-1.0400431322626706
101902.87654776375,-93783.60078156868,18.364006557105647,-26.14976706482231,55.59558173407852,-6.254262447312175,-1.866517567310443
177434.8317965322,-39567.157186583594,14.990871814965569,76.5424682550796,13.265855862965505,-5.644165583646434,-1.6189292861955662
