Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,sum,unscathed,killed,hospital,light,week,time
201500000667,15,12,5,1815,3,1,1,6,4964324,129759,3,2,2,0,0,2,0,0,1,0,1,0,125,89,6,52,67,6,18.0
201500000677,15,4,26,1515,1,2,1,5,4979480,66293,3,2,2,0,1,2,0,66,1,0,1,99,97,46,12,43,42,7,15.0
201500000680,15,8,30,1715,1,3,1,3,4986272,79030,3,2,2,0,2,2,0,0,1,0,0,0,120,60,14,60,46,7,17.0
201500000681,15,11,12,1800,3,1,1,3,4984984,61336,3,2,2,0,1,1,0,0,1,0,1,0,108,83,10,31,67,4,18.0
201500000684,15,4,8,1200,1,1,1,7,4977097,41540,4,1,1,0,1,1,0,30,1,0,1,0,118,85,3,53,62,3,12.0
201500000689,15,12,22,1800,3,1,2,7,4975068,51603,3,2,2,0,2,3,0,62,2,0,1,99,95,72,10,37,48,2,18.0
201500000701,15,3,31,700,2,1,6,2,4895744,95730,3,2,2,0,1,1,0,70,2,0,1,99,83,57,2,29,52,2,7.0
201500000708,15,9,1,900,1,1,1,1,4898753,90588,4,2,2,0,1,2,0,30,2,0,1,99,115,86,6,39,70,2,9.0
201500000716,15,5,21,1215,1,3,1,3,4889631,140435,3,2,0,0,0,3,0,0,1,0,1,0,109,91,8,46,55,4,12.0
201500000717,15,5,31,500,2,8,1,6,4894838,120284,3,2,2,0,0,3,0,5,1,4,1,0,99,46,5,42,52,7,5.0
201500000721,15,10,23,800,1,1,1,6,4889654,117061,3,2,2,0,1,1,0,6,1,0,1,0,180,95,47,63,70,5,8.0
201500000723,15,1,10,1800,5,3,1,6,4901858,138112,3,2,0,0,2,1,0,0,2,5,1,0,93,56,5,37,51,6,18.0
201500000726,15,6,4,1615,1,6,1,3,4901415,138559,3,1,2,0,1,3,0,0,1,5,1,0,135,76,13,53,69,4,16.0
201500000728,15,9,17,1015,1,1,1,7,4901278,135154,2,1,2,3,1,1,0,0,1,0,3,0,91,89,2,27,62,4,10.0
201500000735,15,2,25,1600,1,1,1,7,4922523,140563,4,2,2,0,1,1,5,0,2,1,1,0,82,53,2,36,44,3,16.0
201500000738,15,9,18,1700,1,3,1,3,4924558,143079,4,2,0,0,1,1,0,7,2,0,1,0,143,90,8,46,89,5,17.0
201500000739,15,9,22,1630,1,1,8,6,4924339,140293,3,2,1,0,1,2,10,7,2,0,1,0,99,71,4,45,50,2,16.0
201500000745,15,1,18,1000,1,1,5,6,4940100,148213,3,2,2,0,0,0,65,0,1,0,1,0,61,23,3,23,35,7,10.0
201500000755,15,5,20,1745,1,1,1,1,4935637,161633,4,2,0,0,1,2,0,5,1,0,1,0,124,74,7,54,63,3,17.0
201500000768,15,8,29,2315,3,1,1,6,4913481,73771,4,2,2,0,2,1,0,5,1,0,3,0,98,67,10,46,42,6,23.0
201500000770,15,2,24,2200,3,1,1,6,4912092,117641,3,2,2,0,4,3,0,7,1,0,3,0,82,60,4,29,49,2,22.0
201500000771,15,3,23,730,1,1,1,2,4916918,117187,2,3,4,0,1,2,350,14,1,0,1,0,81,62,3,38,40,1,7.0
201500000785,15,7,24,1500,1,1,1,3,4918269,125726,3,2,0,0,1,1,0,6,1,0,1,0,111,79,7,36,68,5,15.0
201500000787,15,10,27,1700,1,1,1,7,4907644,124129,3,2,2,0,1,1,0,6,1,0,1,0,129,89,14,42,73,2,17.0
201500000793,15,3,5,1715,1,1,1,2,4928945,120008,3,2,2,0,3,1,0,7,1,0,1,0,89,56,6,33,50,4,17.0
201500000803,15,12,18,730,1,1,1,6,4909721,102179,3,2,0,0,1,1,0,0,1,0,1,0,134,106,2,57,75,5,7.0
201500000804,15,3,19,1630,1,1,2,7,4934993,35032,3,2,2,0,1,2,0,440,1,0,1,0,82,53,5,19,58,4,16.0
201500000812,15,9,21,830,1,2,1,6,4924339,140293,3,2,2,0,1,1,0,590,1,0,1,0,134,96,6,54,74,1,8.0
201500000815,15,11,21,1915,3,3,1,6,4935362,51684,4,0,0,0,0,0,0,0,0,0,0,0,92,61,7,41,44,6,19.0
201500000816,15,11,22,1315,1,3,1,3,4935339,38065,3,2,2,0,1,1,0,4,1,0,1,0,86,43,4,37,45,7,13.0
201500000818,15,12,4,1230,1,8,1,6,4935306,51215,3,2,1,0,1,1,0,0,1,4,1,0,135,85,4,56,75,5,12.0
201500000827,15,6,2,1615,1,1,1,3,4828319,172789,3,2,2,0,1,2,0,72,1,0,1,0,108,86,5,45,58,2,16.0
201500000831,15,12,24,1615,2,1,8,1,4826964,162113,4,2,1,0,3,1,0,31,2,0,1,99,97,63,9,40,48,4,16.0
201500000841,15,10,8,800,1,1,1,1,4818354,219787,3,2,0,0,0,0,0,60,1,0,1,99,101,78,6,30,65,4,8.0
201500000847,15,10,29,900,1,1,1,5,4810850,203600,3,2,0,0,1,1,0,0,2,0,1,0,77,53,1,34,42,4,9.0
201500000852,15,7,30,1045,1,9,1,2,4809676,175946,2,3,4,1,3,1,10,60,0,0,1,0,78,66,4,24,50,4,10.0
201500000857,15,11,1,1230,1,2,1,3,4807840,184384,4,2,2,0,1,1,0,59,1,5,1,99,99,46,9,46,44,7,12.0
201500000859,15,12,25,1345,1,1,1,6,4803554,183197,3,2,2,0,1,1,65,0,1,0,3,0,54,33,10,20,24,5,13.0
201500000867,15,11,23,1245,1,1,7,1,4842516,122802,3,2,0,0,1,1,0,65,1,0,1,99,99,79,4,35,60,1,12.0
201500000870,15,12,6,1830,2,1,2,6,4833863,115756,2,2,2,0,1,1,0,70,2,6,1,3,117,63,10,43,64,7,18.0
201500000876,15,2,11,1030,1,2,1,6,4841053,136593,4,2,2,0,1,1,0,60,1,0,1,0,88,62,4,31,53,3,10.0
201500000884,15,9,28,900,1,1,1,1,4844702,124921,3,2,2,0,0,1,0,101,1,0,1,99,117,91,8,48,61,1,9.0
201500000889,15,3,3,915,1,2,1,2,4771446,198183,3,2,0,0,2,1,0,0,1,0,1,0,56,36,3,22,31,2,9.0
201500000899,15,9,8,1700,1,2,7,3,4789321,150316,3,2,2,0,1,1,0,0,1,0,1,99,114,81,6,37,71,2,17.0
201500000908,15,4,24,2115,3,1,2,1,4792139,174271,3,2,1,0,1,2,0,0,2,0,1,99,125,84,4,54,67,5,21.0
201500000923,15,1,3,1445,1,1,2,7,4855302,156546,3,2,2,0,1,3,0,64,2,0,3,0,80,43,5,29,46,6,14.0
201500000928,15,9,24,2200,3,1,1,3,4860349,171689,3,2,2,0,1,1,0,0,1,0,1,99,131,86,5,53,73,4,22.0
201500000934,15,8,25,1515,1,1,1,6,4857873,205744,4,1,0,0,0,3,0,44,1,0,4,99,101,68,3,46,52,2,15.0
201500000935,15,1,29,1930,2,1,2,5,4809130,120488,3,2,0,0,0,1,0,60,2,0,1,0,95,61,3,29,63,4,19.0
201500000938,15,5,11,1745,1,1,1,2,4810534,120733,3,1,0,0,1,3,0,0,1,0,1,0,108,75,9,40,59,1,17.0
201500000941,15,7,29,1400,1,1,1,1,4808369,124591,3,2,2,0,0,1,0,70,1,0,1,99,107,66,8,49,50,3,14.0
201500000947,15,10,24,1915,2,1,8,1,4821111,118266,4,2,2,0,2,1,0,61,1,0,1,99,95,51,4,41,50,6,19.0
201500000948,15,11,27,1915,3,1,2,1,4800023,120119,3,2,2,0,1,1,0,75,2,0,1,0,137,88,8,47,82,5,19.0
201500000952,15,1,27,1530,1,1,8,3,4811160,138699,3,2,0,0,0,0,0,0,0,0,0,0,85,49,10,29,46,2,15.0
201500000967,15,10,19,1500,1,1,1,7,4794705,130401,4,2,2,0,1,2,0,0,9,0,3,0,107,61,3,48,56,1,15.0
