Num_Acc,an,mois,jour,hrmn,lum,int,atm,col,lat,long,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,unscathed,killed,hospital,light,chance
201600052733,16,12,31,2110,5,1,1,6,4888310,236138,4,1,1,0,1,1,0,35,0,0,1,0,1,0,0,1,1
201600045264,16,1,2,1910,1,1,2,2,4892212,236131,1,1,4,0,3,3,15,140,2,0,1,0,1,0,0,1,1
201600045253,16,1,1,2350,3,1,2,7,4893169,237001,1,3,3,0,1,1,20,105,2,0,1,0,0,0,0,1,1
201600042374,16,1,18,2055,5,3,1,3,4876940,240219,3,2,2,0,1,1,0,0,1,0,1,3,1,0,1,0,1
201600043175,16,1,6,1345,1,1,1,2,4880720,239087,4,1,1,0,1,1,0,60,1,0,1,99,2,0,0,1,1
201600042206,16,3,14,2338,3,2,1,6,4882180,239975,3,2,2,0,1,1,0,0,1,0,1,99,0,0,1,0,1
201600052953,16,1,5,950,1,1,2,6,4885420,238337,4,2,1,0,1,1,0,100,2,0,1,0,1,0,0,1,1
201600052967,16,1,24,400,5,7,2,3,4885770,238038,4,0,0,0,1,0,0,0,2,5,1,99,1,0,0,1,1
201600052832,16,5,23,1015,1,1,3,6,4888290,238434,4,2,2,0,1,1,0,60,2,0,1,0,1,0,0,1,1
201600045378,16,1,31,1330,1,1,2,6,4892338,238336,1,0,2,0,0,0,7,35,2,0,0,0,0,0,0,2,1
201600045315,16,1,14,1030,1,1,1,2,4892421,238719,1,1,3,0,1,1,15,115,1,0,1,99,1,0,0,1,1
201600041871,16,1,7,1240,1,1,1,4,4876460,241646,3,2,2,1,1,1,0,60,1,0,1,99,1,0,0,1,1
201600041873,16,1,25,910,1,2,1,3,4879980,242622,3,2,2,0,2,1,0,100,1,0,1,99,3,0,1,0,1
201600041872,16,1,22,1810,5,2,2,6,4881450,241193,3,2,4,0,2,1,0,100,2,0,1,99,1,0,0,1,1
201600043791,16,1,3,10,5,3,1,3,4884500,241757,3,2,2,0,1,1,0,97,1,0,1,99,1,0,0,2,1
201600045261,16,1,3,640,3,1,1,7,4886722,242675,1,1,4,0,1,1,15,140,1,0,1,99,0,0,0,1,1
201600056237,16,6,15,1800,1,1,8,2,4888030,240828,4,2,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1
201600045305,16,1,13,2045,5,1,1,3,4892393,242658,1,1,3,0,1,1,15,105,1,1,1,99,1,0,0,2,1
201600045250,16,1,1,1345,1,1,1,6,4892735,240701,1,3,6,0,2,1,15,210,1,0,2,99,0,0,0,1,1
201600042481,16,1,3,1630,1,1,2,6,4877740,244172,3,3,4,0,1,1,60,60,2,0,1,99,1,0,0,1,1
201600041875,16,1,31,1830,5,2,2,3,4879630,242876,4,2,2,0,3,1,0,70,2,0,1,99,2,0,0,1,1
201600042212,16,2,12,1540,1,1,8,3,4881810,243126,3,2,2,0,1,1,0,58,2,0,1,3,0,0,3,0,1
201600043793,16,1,11,1630,1,2,1,6,4884830,243706,3,2,3,0,1,1,0,0,1,0,1,99,1,0,0,1,1
201600045297,16,1,11,1830,3,1,8,5,4887365,243704,1,3,3,0,1,1,15,105,1,0,1,0,1,0,0,1,1
201600045344,16,1,27,940,1,1,2,7,4887844,244714,1,0,3,0,1,1,15,105,2,0,0,99,0,0,0,1,1
201600045307,16,1,13,1805,3,1,1,6,4891200,243836,1,1,2,0,1,1,15,35,1,0,3,99,0,0,0,1,1
201600045278,16,10,9,620,3,1,1,3,4894173,242995,1,1,4,0,1,1,20,170,1,0,1,99,0,0,0,1,1
