Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,lat,long,dep,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,killed
200700060745,7,10,22,1300,1,1,1,1,1,157,4518300,666700,730,3,2,2,0,0,2,0,82,1,0,1,0,0
200700060746,7,10,6,1430,1,2,1,1,7,182,4591700,609500,740,2,2,0,0,3,1,0,0,1,0,1,0,0
200700060747,7,10,9,2145,5,2,1,1,3,182,4592400,609600,740,3,0,2,0,1,0,0,70,1,5,1,0,0
200700060754,7,10,6,2000,5,1,1,1,7,87,4613600,633800,740,2,2,2,0,1,1,0,72,1,0,1,0,0
200700060755,7,10,5,1600,1,1,1,1,5,159,4603000,661000,740,3,2,2,0,1,2,0,70,1,0,1,0,0
200700060758,7,10,31,2015,5,2,1,1,4,256,4594000,663200,740,4,2,3,0,1,1,0,0,1,5,1,0,0
200700060759,7,10,31,1830,5,1,1,1,1,208,4592100,669600,740,3,2,0,0,1,1,0,0,1,5,1,0,0
200700060760,7,10,13,145,3,1,1,1,6,258,4609300,668800,740,3,2,2,0,1,1,0,72,1,0,3,0,1
200700060763,7,10,6,600,5,1,1,1,1,220,4616600,624300,740,3,2,2,0,0,3,0,60,1,0,1,0,0
200700060764,7,10,7,1630,1,1,1,1,1,128,4616200,631600,740,3,2,3,0,2,2,0,0,1,0,1,0,0
200700060770,7,10,25,800,1,1,1,8,1,168,4602600,601200,740,3,2,2,0,2,3,0,65,1,0,1,0,0
200700060772,7,10,24,1730,1,1,1,1,6,263,4633000,635700,740,3,2,2,0,1,1,0,78,1,0,1,0,0
200700060773,7,10,3,1330,1,1,2,1,3,249,4637700,664200,740,3,2,2,0,2,1,0,63,1,0,1,0,0
200700060776,7,10,21,1230,1,2,1,1,7,345,4571000,300500,630,3,2,0,0,1,1,0,50,1,0,1,0,0
200700060777,7,10,28,1730,2,1,1,1,7,84,4559400,312500,630,3,0,0,0,1,1,0,45,1,0,1,0,0
200700060779,7,10,28,1330,1,1,1,1,6,412,4539900,386900,630,3,2,2,0,2,2,0,50,1,0,1,0,0
200700060781,7,10,14,2030,1,1,1,1,7,222,4555600,315800,630,3,2,0,0,1,1,0,63,1,0,3,0,1
200700060783,7,10,30,1615,1,1,1,2,3,422,4552900,321800,630,3,2,2,0,1,1,0,69,2,0,1,0,0
200700060785,7,10,29,1730,2,1,1,2,7,28,4549000,259000,630,4,2,1,0,2,3,0,32,2,0,1,0,0
200700060786,7,10,14,1500,1,1,1,1,6,446,4605400,320900,630,3,2,2,0,1,1,0,78,1,0,3,0,1
200700060787,7,10,14,1600,1,1,1,1,7,89,4587000,322900,630,3,2,2,0,1,2,0,47,1,0,3,0,0
200700060789,7,10,20,1800,1,1,1,7,3,233,4619000,280200,630,3,2,2,0,1,1,0,110,1,0,1,0,0
200700060790,7,10,6,145,3,1,9,1,6,131,4586000,334700,630,4,2,0,0,0,2,0,45,1,0,0,0,0
200700060791,7,10,13,145,3,1,9,1,6,196,4596800,342400,630,3,2,2,0,1,1,0,66,1,0,3,0,0
200700060792,7,10,21,1815,1,2,4,7,1,316,4666600,324500,30,3,2,2,0,2,1,0,60,1,0,1,0,0
200700060793,7,10,15,1600,1,1,1,1,6,197,4644300,348000,30,3,2,2,0,2,1,0,62,1,0,3,0,1
200700060796,7,10,5,2030,3,1,1,2,7,217,4634300,264600,30,3,2,2,0,2,2,0,100,2,0,1,0,0
200700060797,7,10,8,2315,3,1,1,1,7,136,4630900,244400,30,2,1,0,3,2,3,0,25,1,3,1,0,0
200700060800,7,10,9,630,3,1,1,1,1,80,4611000,330000,30,2,2,2,0,1,1,0,94,1,0,1,0,1
200700060801,7,10,14,1415,1,1,1,1,1,113,4602400,364900,30,4,2,1,0,0,1,0,32,1,0,1,0,0
200700060802,7,10,28,1730,1,1,1,1,7,131,4616700,362000,30,4,0,0,0,2,3,0,25,1,0,1,0,0
200700060803,7,10,28,2015,5,2,7,1,7,248,4606500,378200,30,6,0,0,0,0,0,0,0,0,0,0,0,0
200700060806,7,10,23,1630,1,1,1,1,3,181,4469500,222600,150,3,2,2,0,0,1,0,76,1,0,1,0,0
200700060807,7,10,20,1700,1,1,1,1,6,28,4489200,255800,150,3,2,2,0,4,2,0,70,1,0,1,0,0
200700060808,7,10,12,2115,3,1,1,1,1,38,4539800,253600,150,3,2,2,0,1,2,0,96,1,0,1,0,0
200700060809,7,10,20,1730,1,1,1,1,1,265,4535400,245500,150,3,2,2,0,4,2,0,73,1,0,1,0,0
200700060811,7,10,27,1515,1,2,1,7,3,119,4525900,319800,150,2,2,2,0,1,1,0,66,1,0,1,0,0
200700060812,7,10,17,845,1,1,1,1,7,174,4502600,384300,430,3,2,2,0,1,1,0,70,1,0,0,0,0
200700060813,7,10,6,845,1,1,9,5,3,111,4485400,385200,430,2,2,0,0,1,1,0,70,2,0,1,0,1
200700060815,7,10,13,1400,1,1,1,1,1,42,4493700,382200,430,4,2,0,0,3,2,0,23,1,0,1,0,0
200700060816,7,10,10,1930,3,1,1,1,6,61,4508100,396500,430,3,2,2,0,2,2,0,56,2,0,3,0,0
200700060817,7,10,12,1645,1,1,1,1,1,165,4513400,397600,430,3,2,0,0,1,1,0,55,1,0,1,0,0
200700060818,7,10,8,1530,1,1,1,1,1,113,4500100,399400,430,3,2,0,0,0,2,0,60,1,0,1,0,0
200700060819,7,10,6,1530,1,1,1,1,6,43,4521400,377400,430,4,2,1,0,3,1,0,40,1,0,3,0,0
200700060820,7,10,25,1530,1,1,1,1,3,152,4507800,386400,430,3,2,2,0,3,1,0,63,1,5,1,0,0
200700060821,7,10,20,1730,1,1,6,1,1,110,4530800,340800,430,3,0,0,0,0,0,0,0,1,0,1,0,0
200700060822,7,10,17,1800,2,1,1,1,1,170,4528600,326600,430,3,2,0,0,1,1,0,113,1,5,1,0,0
200700060823,7,10,6,1045,1,1,1,2,7,268,4512100,418100,430,3,2,2,0,2,3,0,71,2,0,1,0,0
200700060824,7,10,8,830,1,2,1,1,6,268,4516100,413400,430,6,0,0,0,1,0,0,0,1,0,1,3,0
200700060826,7,10,24,1645,1,2,1,1,1,268,4514700,412200,430,4,2,0,0,2,1,80,120,1,0,1,0,0
200700060827,7,10,20,1900,2,1,3,1,1,20,4530000,411700,430,4,2,1,0,2,1,0,70,1,5,1,0,0
200700060829,7,10,5,1100,1,1,1,1,7,177,4531900,428000,430,3,2,1,0,1,2,45,0,1,0,0,0,0
200700060831,7,10,10,615,1,2,1,1,2,481,4921800,603000,570,4,2,2,0,2,1,0,79,1,0,1,0,0
200700060832,7,10,9,1215,1,1,1,1,1,707,4915400,600800,570,3,2,2,0,4,1,35,105,1,5,1,0,0
200700060837,7,10,18,2115,3,1,1,1,2,449,4910600,630700,570,3,2,2,0,1,1,0,65,1,0,1,0,0
200700060845,7,10,29,1500,1,1,1,8,6,615,4902500,688800,570,3,2,0,0,4,3,0,51,1,0,3,0,1
200700060846,7,10,17,2045,3,1,1,2,6,321,4868800,707200,570,3,2,2,0,3,2,0,60,2,0,1,0,0
200700060847,7,10,1,815,1,1,1,1,1,506,4886800,702800,570,3,2,2,0,2,1,0,60,1,0,1,0,0
200700060848,7,10,10,1230,1,1,1,1,7,86,4879500,690800,570,3,2,1,0,2,1,0,60,2,0,1,0,0
200700060850,7,10,19,1730,1,1,1,8,3,561,4901700,724200,570,3,2,2,0,3,2,0,60,2,0,1,0,1
200700060851,7,10,3,630,3,1,1,5,2,242,4928100,614300,570,3,2,2,0,1,1,0,70,2,0,1,0,1
200700060853,7,10,14,1600,1,1,1,1,6,562,4931400,604600,570,9,0,0,0,2,0,0,0,0,6,0,0,0
200700060854,7,10,6,1915,2,1,1,1,6,358,4931000,634000,570,3,2,2,0,2,1,0,0,1,0,3,0,0
200700060863,7,10,17,1800,1,2,3,1,5,43,4859100,609900,540,3,2,2,0,0,1,0,80,1,0,1,0,0
200700060864,7,10,18,1230,1,2,1,1,3,62,4853300,622400,540,2,3,0,0,1,1,33,70,1,0,1,0,0
200700060866,7,10,12,2115,3,1,1,8,7,56,4943000,578200,540,3,2,0,0,2,3,58,78,2,0,0,0,0
200700060867,7,10,27,1700,1,1,1,1,7,491,4936800,593400,540,3,2,2,0,1,1,0,73,1,0,3,0,0
200700060868,7,10,29,715,2,1,1,2,6,295,4933200,581000,540,3,2,2,0,1,1,0,115,2,0,3,0,0
200700060875,7,10,6,1900,2,1,9,1,7,31,4868600,501500,550,3,2,0,0,2,2,0,70,9,3,1,0,0
200700060877,7,10,7,2130,3,1,1,1,1,184,4873200,560500,550,3,2,2,0,2,1,0,79,1,0,1,0,0
200700060878,7,10,26,1445,1,1,1,1,5,463,4887800,552200,550,3,2,0,0,2,1,0,121,1,0,1,0,0
200700060881,7,10,25,2330,3,1,1,1,6,492,4910200,547900,550,3,2,2,0,4,1,0,60,1,0,1,0,0
200700060882,7,10,8,1830,1,1,1,1,7,103,4824500,628200,880,3,2,2,0,1,2,0,55,1,0,1,0,0
200700060885,7,10,16,1800,2,1,1,1,1,471,4799000,589500,880,3,2,0,0,2,4,0,49,1,0,1,0,1
200700060886,7,10,29,1745,3,1,1,2,6,267,4816000,617000,880,3,2,2,0,0,1,0,58,2,0,3,0,1
200700060887,7,10,29,1745,5,1,1,2,3,465,4824900,642500,880,3,2,2,0,1,1,0,0,2,0,1,0,0
200700060890,7,10,14,930,1,1,1,1,1,358,4811000,658400,880,2,3,4,0,1,3,20,190,1,0,1,0,1
200700060892,7,10,5,1545,1,1,1,1,3,351,4798200,644800,880,3,2,2,0,1,2,0,61,1,0,1,0,0
200700060893,7,10,7,530,3,1,1,5,3,48,4800900,643300,880,3,2,2,0,4,1,0,66,1,0,1,0,0
200700060894,7,10,7,930,1,1,1,1,1,492,4806700,701800,880,3,2,2,0,0,3,0,72,1,0,1,0,1
200700060897,7,10,14,1730,1,1,1,7,1,196,4803800,683600,880,3,2,0,0,0,4,0,61,1,0,1,0,0
200700060899,7,10,23,700,3,1,1,5,6,28,4837200,760600,670,3,2,2,0,1,1,0,59,1,0,1,0,0
200700060901,7,10,8,1700,2,2,2,1,1,46,4877500,785600,670,4,2,2,0,1,1,0,70,1,0,1,0,0
200700060904,7,10,11,2015,3,1,1,1,5,101,4852200,747500,670,3,2,2,0,1,2,0,90,1,0,1,0,1
200700060913,7,10,15,2030,3,1,1,1,6,355,4900000,712000,670,3,0,0,0,2,1,0,0,1,0,3,0,0
200700060916,7,10,4,1645,1,2,2,1,3,350,4859000,764900,670,9,2,0,0,1,1,0,49,1,0,1,0,0
200700060917,7,10,14,445,3,1,1,1,6,422,4824300,762100,670,3,2,2,0,1,2,0,59,1,0,3,0,0
200700060918,7,10,1,1645,1,1,1,1,2,351,4897200,800300,670,3,2,0,0,0,1,0,48,1,5,1,0,0
200700060919,7,10,7,2100,5,2,6,1,6,544,4904100,795400,670,3,2,0,0,2,1,11,106,1,5,4,0,0
200700060921,7,10,16,1900,2,2,1,1,7,44,4817700,709000,680,3,2,2,0,2,2,0,63,1,0,3,0,0
200700060922,7,10,16,1715,1,1,6,1,3,226,4804800,715800,680,3,2,0,0,1,0,0,0,1,5,1,0,0
200700060923,7,10,19,730,2,2,1,1,2,51,4803300,710400,680,3,2,2,0,2,2,0,60,1,0,1,0,0
200700060925,7,10,30,1200,1,2,1,8,1,246,4799400,755200,680,3,2,2,0,1,1,0,70,2,0,1,0,0
200700060926,7,10,5,930,1,1,1,1,1,164,4814000,726000,680,3,3,0,2,0,1,0,0,1,0,1,0,0
200700060927,7,10,14,1815,1,1,1,1,1,335,4824000,731000,680,3,2,2,0,2,2,0,0,1,0,1,0,0
200700060929,7,10,14,2015,5,2,1,1,3,374,4807300,731000,680,3,4,2,0,1,1,0,0,1,5,1,0,0
200700060930,7,10,5,1545,1,2,1,1,5,152,4768500,727200,680,3,2,2,0,1,1,0,0,1,0,1,0,1
200700060931,7,10,11,700,2,1,1,1,5,315,4788900,726400,680,3,3,4,0,3,1,0,72,1,3,1,0,0
200700060933,7,10,26,1430,1,2,9,1,3,91,4792000,753000,680,4,2,2,0,1,1,0,73,1,0,1,0,0
200700060934,7,10,27,1545,1,1,1,1,6,82,4786000,740000,680,3,2,2,0,1,1,0,72,1,0,3,0,1
200700060935,7,10,30,1715,2,1,1,1,3,82,4787000,738000,680,3,2,0,0,0,1,0,60,1,0,1,0,0
200700060936,7,10,13,2330,3,1,1,1,7,43,4786100,724300,680,3,3,2,0,1,3,0,0,1,0,1,0,1
200700060937,7,10,24,1730,1,1,9,1,5,203,4791700,731800,680,3,2,2,0,1,1,0,70,1,0,1,0,0
200700060942,7,10,3,1715,1,1,3,1,1,135,4758600,751400,680,3,2,0,0,1,1,60,86,1,0,1,0,0
200700060945,7,10,2,745,1,2,1,1,5,372,4784700,707300,680,2,2,1,0,1,1,0,63,1,0,1,0,0
200700060946,7,10,4,2045,5,2,6,1,7,63,4780700,718400,680,4,2,2,0,1,2,60,0,9,5,1,3,0
200700060947,7,10,19,1345,1,1,1,1,7,85,4898300,363000,510,3,2,2,0,1,2,0,58,8,0,1,0,0
200700060948,7,10,22,1345,1,2,1,1,3,217,4908000,363900,510,4,2,0,0,2,1,0,68,1,0,1,0,0
200700060949,7,10,28,445,4,2,1,1,3,585,4908600,370900,510,3,2,1,0,1,1,0,63,1,0,1,0,0
200700060950,7,10,6,1500,1,1,1,1,7,90,4879600,387700,510,3,2,2,0,1,2,60,65,1,0,1,0,0
200700060951,7,10,14,1815,1,2,1,1,5,36,4866200,369600,510,3,2,2,0,2,2,0,53,1,0,1,0,0
200700060952,7,10,17,1715,1,1,1,1,5,235,4875800,366500,510,3,2,2,0,2,1,0,0,2,0,1,0,0
200700060954,7,10,2,630,3,1,1,1,6,72,4921000,390500,510,3,2,2,0,1,2,0,70,2,0,3,0,0
200700060955,7,10,12,1730,2,1,1,1,3,425,4913800,367700,510,3,2,0,0,2,3,0,54,1,0,1,0,0
200700060957,7,10,25,1345,1,1,2,1,3,65,4871200,444400,510,4,4,1,0,1,1,0,25,9,0,1,0,0
200700060958,7,10,26,945,1,2,3,1,3,328,4876200,454200,510,3,2,2,3,1,1,50,120,1,5,1,0,0
200700060959,7,10,16,1930,3,1,1,1,3,224,4869800,469400,510,2,3,4,0,1,1,59,72,1,5,1,0,1
200700060961,7,10,15,1300,1,2,1,1,1,3,4978500,476600,80,3,2,2,0,2,4,0,0,1,0,1,0,0
200700060964,7,10,29,1230,1,1,1,3,1,198,4934700,484800,80,4,2,0,0,0,3,0,35,2,0,1,0,1
200700060965,7,10,5,1700,1,2,1,1,6,362,4951200,436600,80,4,2,2,0,1,1,0,80,1,0,1,0,0
200700060966,7,10,22,2045,3,1,1,1,5,38,4949300,424300,80,3,2,2,0,2,1,0,58,1,0,1,0,1
200700060972,7,10,27,100,3,1,1,1,6,19,4838900,439500,100,3,2,2,0,1,2,0,49,1,0,3,0,1
200700060973,7,10,26,1815,2,1,1,1,6,2,4825300,469100,100,2,2,0,0,2,1,0,78,1,0,1,0,1
200700060974,7,10,27,1130,1,2,1,1,6,401,4824400,446100,100,3,2,2,0,1,3,0,43,1,0,3,0,0
200700060975,7,10,4,1030,1,1,1,8,7,372,4837700,472300,100,3,2,2,0,3,3,0,63,2,0,1,0,0
200700060976,7,10,13,1845,2,1,1,1,3,97,4812800,449100,100,3,2,2,0,1,1,60,0,1,0,1,0,0
200700060977,7,10,14,300,5,2,1,1,6,34,4807800,446800,100,3,2,0,0,1,3,0,0,1,0,1,0,0
200700060980,7,10,4,730,2,1,1,5,1,233,4851800,390000,100,3,2,2,0,1,1,0,50,2,0,1,0,1
200700060981,7,10,18,1800,1,1,1,1,6,356,4852000,384800,100,3,2,0,0,0,3,50,0,1,0,3,0,0
200700060982,7,10,7,330,5,2,1,1,6,50,4808900,529800,520,3,2,1,0,1,2,0,81,1,0,1,0,0
200700060983,7,10,11,1730,1,1,1,1,6,127,4806800,558300,520,3,2,0,0,1,1,0,70,1,0,3,0,0
200700060984,7,10,5,1245,1,1,6,1,7,269,4785800,534600,520,2,2,1,0,1,2,400,80,1,5,1,0,0
200700060987,7,10,23,1700,1,2,1,1,3,197,4778700,560400,520,2,2,0,0,1,1,0,0,1,0,1,0,0
200700060988,7,10,22,1200,1,1,1,1,6,137,4777800,495500,520,3,0,2,0,4,1,0,36,1,0,3,0,0
200700060989,7,10,15,1500,1,1,1,1,6,214,4718000,468900,210,1,3,2,0,1,1,30,35,1,0,3,0,0
200700060991,7,10,31,1600,1,1,1,1,1,390,4728700,498000,210,3,2,0,0,2,2,0,60,1,0,1,0,0
200700060992,7,10,7,1015,1,1,1,1,6,230,4751300,507500,210,3,2,0,0,1,2,0,73,1,0,3,0,0
200700060993,7,10,25,500,3,1,1,1,7,211,4757600,515600,210,3,2,2,0,1,2,0,66,1,0,3,0,1
200700060994,7,10,27,715,2,1,1,1,1,472,4760300,524000,210,3,2,2,0,1,1,0,73,1,0,1,0,0
200700060995,7,10,29,1730,3,1,1,2,1,211,4755800,512800,210,3,2,0,0,1,1,0,56,2,2,1,0,0
200700060996,7,10,24,1630,1,1,1,1,6,273,4730900,484600,210,1,1,2,0,1,1,0,76,1,0,3,0,1
200700060998,7,10,7,730,1,1,1,5,7,501,4725400,456600,210,3,2,0,0,1,1,0,55,2,2,1,0,0
200700060999,7,10,6,1515,1,2,1,1,7,378,4787000,440400,210,3,2,1,0,1,2,0,32,9,0,3,0,0
200700061000,7,10,4,1045,3,2,1,5,7,349,4722600,431900,210,3,2,2,0,4,2,0,58,2,0,3,0,1
200700061004,7,10,30,1330,1,2,1,1,1,79,4745500,350800,580,3,2,2,0,0,0,0,65,1,0,1,0,0
200700061005,7,10,20,2330,1,2,1,1,6,37,4727000,393900,580,3,2,2,0,1,3,0,0,1,0,3,0,0
200700061007,7,10,30,2045,3,1,1,1,2,397,4639200,462600,710,2,2,2,0,1,1,0,73,1,0,1,0,0
200700061011,7,10,1,1600,1,1,1,1,7,63,4689800,430700,710,3,2,2,0,0,1,0,50,1,0,1,0,0
200700061014,7,10,4,1815,1,1,1,1,3,182,4680500,478300,710,3,2,0,0,0,1,0,110,1,5,1,0,0
200700061016,7,10,8,1115,1,1,1,5,7,215,4686300,495000,710,3,2,0,0,1,2,0,0,2,0,3,0,0
200700061017,7,10,10,1430,1,1,1,1,3,215,4686800,491600,710,4,2,0,0,1,1,0,0,1,0,1,0,1
200700061018,7,10,15,815,1,1,1,1,6,256,4674700,511300,710,2,2,2,0,2,2,0,78,1,0,3,0,0
200700061019,7,10,24,930,1,1,1,1,2,420,4671000,502000,710,3,2,2,0,1,1,0,54,1,0,1,0,0
200700061023,7,10,12,2330,4,1,1,1,7,340,4657200,422100,710,3,2,2,0,3,4,0,57,1,0,3,0,1
200700061024,7,10,14,800,1,1,1,5,3,300,4653200,534600,710,3,2,3,0,1,1,0,120,2,5,1,0,0
200700061027,7,10,24,2045,5,1,1,1,6,410,4671000,505200,710,3,2,2,0,1,1,77,80,1,0,1,0,0
200700061028,7,10,23,1645,1,1,1,1,1,351,4690600,527000,710,4,2,2,0,1,1,0,43,1,0,1,0,1
200700061029,7,10,6,1715,1,1,1,1,6,13,4786700,353000,890,3,2,2,0,0,1,0,59,1,2,1,0,0
200700061030,7,10,14,1715,1,2,1,1,3,478,4770900,362700,890,3,0,0,0,1,1,0,75,1,5,1,0,0
200700061031,7,10,25,1700,1,2,9,1,1,41,4802100,379700,890,3,2,2,0,1,1,40,0,1,0,1,0,0
200700061032,7,10,25,1100,1,2,1,1,6,345,4800600,373000,890,4,1,1,0,1,1,0,32,1,0,1,0,0
200700061036,7,10,10,1400,1,1,2,1,3,367,4759500,327200,890,3,2,2,0,1,1,0,48,1,5,1,0,0
200700061037,7,10,21,1715,1,2,1,1,6,254,4770500,317100,890,3,2,2,0,0,1,0,51,1,0,4,0,1
200700061038,7,10,16,1030,1,2,1,1,6,206,4798600,339800,890,3,2,2,0,1,1,0,0,1,0,1,0,0
200700061040,7,10,1,1345,1,2,1,1,3,240,4817800,337600,890,3,3,2,0,1,1,0,0,1,0,1,0,0
200700061041,7,10,15,115,3,1,1,5,2,195,4818400,334600,890,3,2,2,0,1,1,0,70,2,0,1,0,1
200700061042,7,10,15,745,2,1,1,1,1,195,4817900,327400,890,3,2,0,0,1,1,0,150,1,2,1,0,0
200700061043,7,10,15,715,3,1,1,1,6,195,4817900,327500,890,3,2,2,0,1,1,0,150,1,2,1,0,0
200700061044,7,10,21,1630,1,2,1,1,2,461,4823300,356700,890,4,2,0,0,1,1,0,0,1,0,1,3,0
200700061048,7,10,29,1630,1,1,6,2,2,195,4816400,326900,890,3,2,2,0,1,1,0,0,2,0,1,0,0
200700061049,7,10,16,1300,1,1,1,1,6,74,4831500,316000,890,3,2,0,0,0,1,40,81,1,5,3,0,1
200700061050,7,10,16,1530,1,2,1,1,6,229,4827200,313400,890,3,2,2,0,1,1,0,0,1,0,1,0,0
200700061051,7,10,22,1945,3,1,1,1,6,264,4817400,303600,890,3,2,2,0,1,3,0,0,1,0,3,0,0
200700061052,7,10,24,745,2,2,1,1,6,274,4822800,319400,890,3,2,2,0,1,2,0,0,0,0,3,0,0
200700061053,7,10,29,845,1,1,1,2,7,144,4812000,306300,890,3,2,2,0,1,1,0,44,2,0,3,0,0
200700061057,7,10,11,1115,1,2,1,1,6,208,4718700,638700,250,3,2,0,0,1,1,0,60,1,0,1,0,0
200700061063,7,10,21,115,5,1,1,1,1,618,4741900,670300,250,3,2,2,0,0,1,0,53,1,0,1,0,0
200700061066,7,10,5,1030,1,1,1,1,7,368,4732800,613300,250,9,2,0,0,2,2,0,69,1,0,3,0,0
200700061067,7,10,23,2145,3,1,1,1,5,495,4728500,612700,250,3,2,0,0,1,2,0,72,1,0,1,0,1
200700061068,7,10,12,1630,1,1,1,1,3,217,4670800,555400,390,3,2,2,0,1,1,0,72,1,0,1,0,0
200700061069,7,10,29,900,1,1,1,1,1,492,4663100,559700,390,3,2,0,0,1,1,0,44,1,5,1,0,0
200700061071,7,10,26,2000,5,2,1,1,2,185,4654000,540800,390,3,2,2,0,2,1,0,67,1,0,1,0,0
200700061073,7,10,6,1130,1,2,1,1,6,101,4710500,543900,390,4,2,2,0,1,1,0,50,1,0,0,0,0
200700061074,7,10,7,1545,1,1,1,1,1,476,4702300,534300,390,3,2,2,0,1,1,0,73,1,0,1,0,1
200700061075,7,10,12,1845,2,2,1,1,6,501,4713100,545700,390,2,2,2,0,2,1,26,70,1,0,1,0,0
200700061076,7,10,11,1730,1,2,1,1,3,189,4708500,542000,390,4,1,1,0,2,1,0,35,1,0,1,0,0
200700061077,7,10,23,1045,1,1,1,1,7,525,4691600,550300,390,3,2,2,0,1,2,0,49,1,0,3,0,1
200700061078,7,10,31,30,3,1,1,1,2,219,4717200,577300,390,3,2,2,0,1,1,0,82,1,0,1,0,0
200700061082,7,10,8,1015,1,2,7,1,6,454,4784100,579900,700,4,0,0,0,1,0,0,147,1,0,0,0,0
200700061088,7,10,20,1630,1,1,1,1,3,561,4755800,643500,700,3,0,2,0,1,1,0,77,1,0,1,0,0
200700061089,7,10,25,700,3,1,1,8,5,64,4762600,666900,700,3,2,3,0,3,2,0,105,2,0,1,0,0
200700061090,7,10,28,1815,3,1,1,1,1,116,4762600,672400,700,3,2,2,0,1,3,0,64,1,0,1,0,0
200700061091,7,10,8,2030,3,1,6,1,1,473,4780100,638800,700,2,2,2,0,1,1,61,79,1,5,1,0,0
200700061093,7,10,26,945,1,1,2,5,3,555,4777600,620600,700,3,2,2,0,0,1,0,37,2,5,0,0,0
200700061096,7,10,13,1100,1,2,1,1,2,410,4732600,586500,700,3,2,2,0,1,1,0,0,1,0,1,0,0
200700061104,7,10,8,2215,3,1,1,1,5,169,4448700,476700,260,1,1,3,3,1,1,35,105,1,0,1,0,0
200700061107,7,10,10,1515,1,2,1,1,3,41,4345900,547900,130,9,2,0,0,1,1,0,0,1,5,1,0,0
200700061109,7,10,19,945,1,2,1,1,2,41,4345900,545900,130,9,2,0,0,1,1,0,65,1,0,1,0,0
200700061110,7,10,29,2145,3,1,1,1,5,62,4342600,549000,130,3,2,0,0,2,2,0,0,1,0,1,0,0
200700061111,7,10,1,1515,1,1,2,1,1,19,4342400,536900,130,3,2,2,0,1,1,0,73,1,0,1,0,0
200700061115,7,10,31,1545,1,1,1,8,1,72,4342200,561100,130,3,2,2,2,1,1,58,0,1,0,1,0,1
200700061116,7,10,9,1930,3,1,1,1,1,4,4364700,462900,130,3,2,2,0,1,1,0,70,1,0,1,0,0
200700061118,7,10,9,1245,1,1,1,1,3,4,4357300,474000,130,3,2,2,0,1,1,0,63,1,5,1,0,0
200700061121,7,10,14,1415,1,1,1,1,1,30,4327100,573800,130,3,2,2,0,0,3,0,71,1,0,1,0,0
200700061124,7,10,6,1215,1,1,3,1,1,22,4322700,558300,130,1,1,0,0,2,2,0,0,1,3,1,0,0
200700061125,7,10,26,1545,1,1,1,1,4,22,4322700,557200,130,3,2,2,0,2,0,0,60,1,0,1,0,0
200700061126,7,10,8,730,1,2,1,1,1,119,4326700,558300,130,3,2,0,3,1,1,0,130,1,0,1,0,0
200700061128,7,10,15,1015,1,2,1,1,6,86,4335400,560600,130,2,2,0,0,0,1,0,0,1,5,1,0,0
200700061131,7,10,28,1915,3,1,1,1,4,105,4375600,505100,130,3,2,2,0,2,1,0,0,1,0,1,0,0
200700061135,7,10,20,1945,5,2,1,1,3,81,4348900,523400,130,9,0,2,0,0,1,0,100,1,5,1,0,0
200700061136,7,10,1,1900,1,1,1,1,1,24,4372200,523300,130,3,2,2,0,3,2,0,0,1,0,1,0,0
200700061137,7,10,22,1700,1,1,1,1,5,84,4366300,533600,130,3,2,2,0,1,1,0,43,1,0,1,0,0
200700061140,7,10,4,1715,1,1,1,1,1,123,4425000,587000,40,3,2,2,0,0,3,0,60,1,0,1,0,0
200700061142,7,10,6,1530,1,1,9,1,2,124,4458100,613800,50,2,2,2,0,4,1,0,73,1,0,1,0,0
200700061145,7,10,17,1700,1,1,1,1,1,149,4374600,732900,60,3,2,2,0,1,1,80,80,1,0,1,0,0
200700061146,7,10,27,545,5,2,6,1,6,149,4374100,731000,60,3,2,2,0,1,1,0,0,1,0,1,0,0
200700061152,7,10,7,45,3,1,1,8,3,157,4371500,713200,60,3,2,2,0,2,1,0,62,2,5,1,0,0
200700061153,7,10,20,930,1,2,1,1,6,157,4372800,711400,60,3,1,0,0,1,1,0,63,1,0,1,0,0
200700061156,7,10,14,1615,1,1,1,1,7,163,4412600,756800,60,3,2,2,0,2,2,0,100,1,0,1,0,0
200700061158,7,10,7,800,3,1,1,1,7,151,4391800,718900,60,3,2,2,0,1,3,0,70,1,0,1,0,0
200700061160,7,10,16,500,3,1,1,1,7,158,4394200,708400,60,3,2,2,0,1,3,0,75,9,0,1,0,0
200700061161,7,10,26,900,1,1,1,2,6,144,4396000,715800,60,3,2,2,0,1,1,0,70,2,0,0,0,1
200700061162,7,10,26,830,2,1,1,3,6,78,4392600,715700,60,3,2,2,0,1,1,0,62,2,0,1,0,0
200700061163,7,10,13,1830,3,1,1,1,6,97,4387100,709900,60,3,2,2,0,1,3,0,61,1,0,1,0,0
200700061165,7,10,18,730,2,2,1,1,6,4,4346900,648300,830,4,2,0,0,1,2,0,67,1,6,1,3,0
200700061167,7,10,27,1245,1,1,1,1,3,148,4340200,641200,830,4,2,2,0,1,1,0,50,1,0,1,0,0
200700061179,7,10,6,1130,1,1,1,1,7,93,4338800,580700,830,4,2,2,0,4,3,0,30,1,0,1,0,0
200700061183,7,10,26,2030,5,2,1,9,2,86,4347500,657500,830,2,0,2,0,1,1,0,99,2,0,1,0,1
200700061196,7,10,20,530,3,1,1,1,6,25,4388600,516500,840,3,2,2,0,1,1,0,53,1,0,1,0,1
